"","s_code","s_name","s_description","s_resource_code","s_sensor_type_code","s_table_name","s_table_type","s_x_offset","s_y_offset","s_z_offset","s_datum_code","s_datum_value","s_graph_value","s_min_value_1","s_max_value_1","s_min_value_2","s_max_value_2","s_min_value_3","s_max_value_3","s_min_value_4","s_max_value_4","s_min_value_5","s_max_value_5","deleted","datestamp"
"1",5,"scevo.data.bom.idy.badgingarra.raw.atmpress","scevo.data.bom.idy.badgingarra.raw.atmpress",1,5,"sensor_repository_00005","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:42
"2",6,"scevo.data.bom.idy.badgingarra.raw.rainfall_9am","scevo.data.bom.idy.badgingarra.raw.rainfall_9am",1,6,"sensor_repository_00006","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:43
"3",7,"scevo.data.bom.idy.badgingarra.raw.rainfall","scevo.data.bom.idy.badgingarra.raw.rainfall",1,7,"sensor_repository_00007","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"4",8,"scevo.data.bom.idy.badgingarra.downsampled.30min.wind_speed","scevo.data.bom.idy.badgingarra.downsampled.30min.wind_speed",1,1,"sensor_repository_00008","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"5",9,"scevo.data.bom.idy.badgingarra.downsampled.30min.wind_direction","scevo.data.bom.idy.badgingarra.downsampled.30min.wind_direction",1,2,"sensor_repository_00009","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"6",10,"scevo.data.bom.idy.badgingarra.downsampled.30min.air_temperature","scevo.data.bom.idy.badgingarra.downsampled.30min.air_temperature",1,3,"sensor_repository_00010","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"7",11,"scevo.data.bom.idy.badgingarra.downsampled.30min.dew_point","scevo.data.bom.idy.badgingarra.downsampled.30min.dew_point",1,4,"sensor_repository_00011","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"8",12,"scevo.data.bom.idy.badgingarra.downsampled.30min.atmpress","scevo.data.bom.idy.badgingarra.downsampled.30min.atmpress",1,5,"sensor_repository_00012","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"9",13,"scevo.data.bom.idy.badgingarra.downsampled.30min.rainfall_9am","scevo.data.bom.idy.badgingarra.downsampled.30min.rainfall_9am",1,6,"sensor_repository_00013","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"10",14,"scevo.data.bom.idy.badgingarra.downsampled.30min.rainfall","scevo.data.bom.idy.badgingarra.downsampled.30min.rainfall",1,7,"sensor_repository_00014","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:44
"11",15,"scevo.data.bom.idy.badgingarra.downsampled.6hr.wind_speed","scevo.data.bom.idy.badgingarra.downsampled.6hr.wind_speed",1,1,"sensor_repository_00015","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:45
"12",16,"scevo.data.bom.idy.badgingarra.downsampled.6hr.wind_direction","scevo.data.bom.idy.badgingarra.downsampled.6hr.wind_direction",1,2,"sensor_repository_00016","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:45
"13",17,"scevo.data.bom.idy.badgingarra.downsampled.6hr.air_temperature","scevo.data.bom.idy.badgingarra.downsampled.6hr.air_temperature",1,3,"sensor_repository_00017","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:45
"14",18,"scevo.data.bom.idy.badgingarra.downsampled.6hr.dew_point","scevo.data.bom.idy.badgingarra.downsampled.6hr.dew_point",1,4,"sensor_repository_00018","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:45
"15",19,"scevo.data.bom.idy.badgingarra.downsampled.6hr.atmpress","scevo.data.bom.idy.badgingarra.downsampled.6hr.atmpress",1,5,"sensor_repository_00019","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:45
"16",20,"scevo.data.bom.idy.badgingarra.downsampled.6hr.rainfall_9am","scevo.data.bom.idy.badgingarra.downsampled.6hr.rainfall_9am",1,6,"sensor_repository_00020","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:45
"17",21,"scevo.data.bom.idy.badgingarra.downsampled.6hr.rainfall","scevo.data.bom.idy.badgingarra.downsampled.6hr.rainfall",1,7,"sensor_repository_00021","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:45
"18",22,"scevo.data.bom.idy.bickley.raw.wind_speed","scevo.data.bom.idy.bickley.raw.wind_speed",2,1,"sensor_repository_00022","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:46
"19",23,"scevo.data.bom.idy.bickley.raw.wind_direction","scevo.data.bom.idy.bickley.raw.wind_direction",2,2,"sensor_repository_00023","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:46
"20",24,"scevo.data.bom.idy.bickley.raw.air_temperature","scevo.data.bom.idy.bickley.raw.air_temperature",2,3,"sensor_repository_00024","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:46
"21",25,"scevo.data.bom.idy.bickley.raw.dew_point","scevo.data.bom.idy.bickley.raw.dew_point",2,4,"sensor_repository_00025","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:46
"22",26,"scevo.data.bom.idy.bickley.raw.atmpress","scevo.data.bom.idy.bickley.raw.atmpress",2,5,"sensor_repository_00026","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:46
"23",1,"scevo.data.bom.idy.badgingarra.raw.wind_speed","scevo.data.bom.idy.badgingarra.raw.wind_speed",1,1,"sensor_repository_00001","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:37
"24",2,"scevo.data.bom.idy.badgingarra.raw.wind_direction","scevo.data.bom.idy.badgingarra.raw.wind_direction",1,2,"sensor_repository_00002","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:38
"25",3,"scevo.data.bom.idy.badgingarra.raw.air_temperature","scevo.data.bom.idy.badgingarra.raw.air_temperature",1,3,"sensor_repository_00003","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:39
"26",4,"scevo.data.bom.idy.badgingarra.raw.dew_point","scevo.data.bom.idy.badgingarra.raw.dew_point",1,4,"sensor_repository_00004","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:40
"27",31,"scevo.data.bom.idy.bickley.downsampled.15min.air_temperature","scevo.data.bom.idy.bickley.downsampled.15min.air_temperature",2,3,"sensor_repository_00031","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:47
"28",32,"scevo.data.bom.idy.bickley.downsampled.15min.dew_point","scevo.data.bom.idy.bickley.downsampled.15min.dew_point",2,4,"sensor_repository_00032","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:47
"29",33,"scevo.data.bom.idy.bickley.downsampled.15min.atmpress","scevo.data.bom.idy.bickley.downsampled.15min.atmpress",2,5,"sensor_repository_00033","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:49
"30",34,"scevo.data.bom.idy.bickley.downsampled.15min.Rainfall_9am","scevo.data.bom.idy.bickley.downsampled.15min.Rainfall_9am",2,8,"sensor_repository_00034","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:50
"31",35,"scevo.data.bom.idy.bickley.downsampled.15min.rainfall","scevo.data.bom.idy.bickley.downsampled.15min.rainfall",2,7,"sensor_repository_00035","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:52
"32",36,"scevo.data.bom.idy.bickley.downsampled.1hr.wind_speed","scevo.data.bom.idy.bickley.downsampled.1hr.wind_speed",2,1,"sensor_repository_00036","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:53
"33",37,"scevo.data.bom.idy.bickley.downsampled.1hr.wind_direction","scevo.data.bom.idy.bickley.downsampled.1hr.wind_direction",2,2,"sensor_repository_00037","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:53
"34",38,"scevo.data.bom.idy.bickley.downsampled.1hr.air_temperature","scevo.data.bom.idy.bickley.downsampled.1hr.air_temperature",2,3,"sensor_repository_00038","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:53
"35",39,"scevo.data.bom.idy.bickley.downsampled.1hr.dew_point","scevo.data.bom.idy.bickley.downsampled.1hr.dew_point",2,4,"sensor_repository_00039","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:53
"36",40,"scevo.data.bom.idy.bickley.downsampled.1hr.atmpress","scevo.data.bom.idy.bickley.downsampled.1hr.atmpress",2,5,"sensor_repository_00040","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:53
"37",41,"scevo.data.bom.idy.bickley.downsampled.1hr.Rainfall_9am","scevo.data.bom.idy.bickley.downsampled.1hr.Rainfall_9am",2,8,"sensor_repository_00041","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:53
"38",42,"scevo.data.bom.idy.bickley.downsampled.1hr.rainfall","scevo.data.bom.idy.bickley.downsampled.1hr.rainfall",2,7,"sensor_repository_00042","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:53
"39",43,"scevo.data.bom.idy.bridgetown.raw.wind_speed","scevo.data.bom.idy.bridgetown.raw.wind_speed",3,1,"sensor_repository_00043","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:54
"40",44,"scevo.data.bom.idy.bridgetown.raw.wind_direction","scevo.data.bom.idy.bridgetown.raw.wind_direction",3,2,"sensor_repository_00044","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:54
"41",45,"scevo.data.bom.idy.bridgetown.raw.air_temperature","scevo.data.bom.idy.bridgetown.raw.air_temperature",3,3,"sensor_repository_00045","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:54
"42",46,"scevo.data.bom.idy.bridgetown.raw.dew_point","scevo.data.bom.idy.bridgetown.raw.dew_point",3,4,"sensor_repository_00046","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:54
"43",47,"scevo.data.bom.idy.bridgetown.raw.atmpress","scevo.data.bom.idy.bridgetown.raw.atmpress",3,5,"sensor_repository_00047","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:54
"44",48,"scevo.data.bom.idy.bridgetown.raw.rainfall_9am","scevo.data.bom.idy.bridgetown.raw.rainfall_9am",3,6,"sensor_repository_00048","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:54
"45",49,"scevo.data.bom.idy.bridgetown.raw.rainfall","scevo.data.bom.idy.bridgetown.raw.rainfall",3,7,"sensor_repository_00049","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:54
"46",50,"scevo.data.bom.idy.bridgetown.downsampled.30min.wind_speed","scevo.data.bom.idy.bridgetown.downsampled.30min.wind_speed",3,1,"sensor_repository_00050","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:55
"47",51,"scevo.data.bom.idy.bridgetown.downsampled.30min.wind_direction","scevo.data.bom.idy.bridgetown.downsampled.30min.wind_direction",3,2,"sensor_repository_00051","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:55
"48",52,"scevo.data.bom.idy.bridgetown.downsampled.30min.air_temperature","scevo.data.bom.idy.bridgetown.downsampled.30min.air_temperature",3,3,"sensor_repository_00052","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:55
"49",27,"scevo.data.bom.idy.bickley.raw.Rainfall_9am","scevo.data.bom.idy.bickley.raw.Rainfall_9am",2,8,"sensor_repository_00027","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:46
"50",28,"scevo.data.bom.idy.bickley.raw.rainfall","scevo.data.bom.idy.bickley.raw.rainfall",2,7,"sensor_repository_00028","RAW",0,0,0,2,0,"Rainfall (MM)",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:46
"51",29,"scevo.data.bom.idy.bickley.downsampled.15min.wind_speed","scevo.data.bom.idy.bickley.downsampled.15min.wind_speed",2,1,"sensor_repository_00029","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:47
"52",30,"scevo.data.bom.idy.bickley.downsampled.15min.wind_direction","scevo.data.bom.idy.bickley.downsampled.15min.wind_direction",2,2,"sensor_repository_00030","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:47
"53",57,"scevo.data.bom.idy.bridgetown.downsampled.6hr.wind_speed","scevo.data.bom.idy.bridgetown.downsampled.6hr.wind_speed",3,1,"sensor_repository_00057","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:55
"54",58,"scevo.data.bom.idy.bridgetown.downsampled.6hr.wind_direction","scevo.data.bom.idy.bridgetown.downsampled.6hr.wind_direction",3,2,"sensor_repository_00058","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:57
"55",59,"scevo.data.bom.idy.bridgetown.downsampled.6hr.air_temperature","scevo.data.bom.idy.bridgetown.downsampled.6hr.air_temperature",3,3,"sensor_repository_00059","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:58
"56",60,"scevo.data.bom.idy.bridgetown.downsampled.6hr.dew_point","scevo.data.bom.idy.bridgetown.downsampled.6hr.dew_point",3,4,"sensor_repository_00060","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:59
"57",61,"scevo.data.bom.idy.bridgetown.downsampled.6hr.atmpress","scevo.data.bom.idy.bridgetown.downsampled.6hr.atmpress",3,5,"sensor_repository_00061","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:59
"58",62,"scevo.data.bom.idy.bridgetown.downsampled.6hr.rainfall_9am","scevo.data.bom.idy.bridgetown.downsampled.6hr.rainfall_9am",3,6,"sensor_repository_00062","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:59
"59",63,"scevo.data.bom.idy.bridgetown.downsampled.6hr.rainfall","scevo.data.bom.idy.bridgetown.downsampled.6hr.rainfall",3,7,"sensor_repository_00063","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:59
"60",64,"scevo.data.bom.idy.bunbury.raw.wind_speed","scevo.data.bom.idy.bunbury.raw.wind_speed",4,1,"sensor_repository_00064","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:00
"61",65,"scevo.data.bom.idy.bunbury.raw.wind_direction","scevo.data.bom.idy.bunbury.raw.wind_direction",4,2,"sensor_repository_00065","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:00
"62",66,"scevo.data.bom.idy.bunbury.raw.air_temperature","scevo.data.bom.idy.bunbury.raw.air_temperature",4,3,"sensor_repository_00066","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:00
"63",67,"scevo.data.bom.idy.bunbury.raw.dew_point","scevo.data.bom.idy.bunbury.raw.dew_point",4,4,"sensor_repository_00067","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:00
"64",68,"scevo.data.bom.idy.bunbury.raw.atmpress","scevo.data.bom.idy.bunbury.raw.atmpress",4,5,"sensor_repository_00068","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:00
"65",69,"scevo.data.bom.idy.bunbury.raw.rainfall_9am","scevo.data.bom.idy.bunbury.raw.rainfall_9am",4,6,"sensor_repository_00069","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:00
"66",70,"scevo.data.bom.idy.bunbury.raw.rainfall","scevo.data.bom.idy.bunbury.raw.rainfall",4,7,"sensor_repository_00070","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:00
"67",71,"scevo.data.bom.idy.bunbury.downsampled.30min.wind_speed","scevo.data.bom.idy.bunbury.downsampled.30min.wind_speed",4,1,"sensor_repository_00071","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:01
"68",72,"scevo.data.bom.idy.bunbury.downsampled.30min.wind_direction","scevo.data.bom.idy.bunbury.downsampled.30min.wind_direction",4,2,"sensor_repository_00072","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:01
"69",73,"scevo.data.bom.idy.bunbury.downsampled.30min.air_temperature","scevo.data.bom.idy.bunbury.downsampled.30min.air_temperature",4,3,"sensor_repository_00073","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:01
"70",74,"scevo.data.bom.idy.bunbury.downsampled.30min.dew_point","scevo.data.bom.idy.bunbury.downsampled.30min.dew_point",4,4,"sensor_repository_00074","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:01
"71",75,"scevo.data.bom.idy.bunbury.downsampled.30min.atmpress","scevo.data.bom.idy.bunbury.downsampled.30min.atmpress",4,5,"sensor_repository_00075","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:01
"72",76,"scevo.data.bom.idy.bunbury.downsampled.30min.rainfall_9am","scevo.data.bom.idy.bunbury.downsampled.30min.rainfall_9am",4,6,"sensor_repository_00076","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:01
"73",77,"scevo.data.bom.idy.bunbury.downsampled.30min.rainfall","scevo.data.bom.idy.bunbury.downsampled.30min.rainfall",4,7,"sensor_repository_00077","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:01
"74",78,"scevo.data.bom.idy.bunbury.downsampled.6hr.wind_speed","scevo.data.bom.idy.bunbury.downsampled.6hr.wind_speed",4,1,"sensor_repository_00078","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"75",54,"scevo.data.bom.idy.bridgetown.downsampled.30min.atmpress","scevo.data.bom.idy.bridgetown.downsampled.30min.atmpress",3,5,"sensor_repository_00054","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:55
"76",55,"scevo.data.bom.idy.bridgetown.downsampled.30min.rainfall_9am","scevo.data.bom.idy.bridgetown.downsampled.30min.rainfall_9am",3,6,"sensor_repository_00055","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:55
"77",56,"scevo.data.bom.idy.bridgetown.downsampled.30min.rainfall","scevo.data.bom.idy.bridgetown.downsampled.30min.rainfall",3,7,"sensor_repository_00056","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:48:55
"78",83,"scevo.data.bom.idy.bunbury.downsampled.6hr.rainfall_9am","scevo.data.bom.idy.bunbury.downsampled.6hr.rainfall_9am",4,6,"sensor_repository_00083","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"79",84,"scevo.data.bom.idy.bunbury.downsampled.6hr.rainfall","scevo.data.bom.idy.bunbury.downsampled.6hr.rainfall",4,7,"sensor_repository_00084","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"80",85,"scevo.data.bom.idy.busselton_airport.raw.wind_speed","scevo.data.bom.idy.busselton_airport.raw.wind_speed",5,1,"sensor_repository_00085","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:02
"81",86,"scevo.data.bom.idy.busselton_airport.raw.wind_direction","scevo.data.bom.idy.busselton_airport.raw.wind_direction",5,2,"sensor_repository_00086","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:03
"82",87,"scevo.data.bom.idy.busselton_airport.raw.air_temperature","scevo.data.bom.idy.busselton_airport.raw.air_temperature",5,3,"sensor_repository_00087","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:03
"83",88,"scevo.data.bom.idy.busselton_airport.raw.dew_point","scevo.data.bom.idy.busselton_airport.raw.dew_point",5,4,"sensor_repository_00088","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:03
"84",89,"scevo.data.bom.idy.busselton_airport.raw.atmpress","scevo.data.bom.idy.busselton_airport.raw.atmpress",5,5,"sensor_repository_00089","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:03
"85",90,"scevo.data.bom.idy.busselton_airport.raw.rainfall_9am","scevo.data.bom.idy.busselton_airport.raw.rainfall_9am",5,6,"sensor_repository_00090","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:04
"86",91,"scevo.data.bom.idy.busselton_airport.raw.rainfall","scevo.data.bom.idy.busselton_airport.raw.rainfall",5,7,"sensor_repository_00091","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:05
"87",93,"scevo.data.bom.idy.busselton_airport.downsampled.30min.wind_direction","scevo.data.bom.idy.busselton_airport.downsampled.30min.wind_direction",5,2,"sensor_repository_00093","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:06
"88",94,"scevo.data.bom.idy.busselton_airport.downsampled.30min.air_temperature","scevo.data.bom.idy.busselton_airport.downsampled.30min.air_temperature",5,3,"sensor_repository_00094","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:07
"89",95,"scevo.data.bom.idy.busselton_airport.downsampled.30min.dew_point","scevo.data.bom.idy.busselton_airport.downsampled.30min.dew_point",5,4,"sensor_repository_00095","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:07
