"","s_code","s_name","s_description","s_resource_code","s_sensor_type_code","s_table_name","s_table_type","s_x_offset","s_y_offset","s_z_offset","s_datum_code","s_datum_value","s_graph_value","s_min_value_1","s_max_value_1","s_min_value_2","s_max_value_2","s_min_value_3","s_max_value_3","s_min_value_4","s_max_value_4","s_min_value_5","s_max_value_5","deleted","datestamp"
"279",287,"scevo.data.bom.idy.gingin_airport.downsampled.15min.rainfall","scevo.data.bom.idy.gingin_airport.downsampled.15min.rainfall",14,7,"sensor_repository_00287","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:46
"280",288,"scevo.data.bom.idy.gingin_airport.downsampled.60min.wind_speed","scevo.data.bom.idy.gingin_airport.downsampled.60min.wind_speed",14,1,"sensor_repository_00288","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:46
"281",289,"scevo.data.bom.idy.gingin_airport.downsampled.60min.wind_direction","scevo.data.bom.idy.gingin_airport.downsampled.60min.wind_direction",14,2,"sensor_repository_00289","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:46
"282",290,"scevo.data.bom.idy.gingin_airport.downsampled.60min.air_temperature","scevo.data.bom.idy.gingin_airport.downsampled.60min.air_temperature",14,3,"sensor_repository_00290","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:46
"283",291,"scevo.data.bom.idy.gingin_airport.downsampled.60min.dew_point","scevo.data.bom.idy.gingin_airport.downsampled.60min.dew_point",14,4,"sensor_repository_00291","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:46
"284",292,"scevo.data.bom.idy.gingin_airport.downsampled.60min.atmpress","scevo.data.bom.idy.gingin_airport.downsampled.60min.atmpress",14,5,"sensor_repository_00292","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:47
"285",293,"scevo.data.bom.idy.gingin_airport.downsampled.60min.rainfall_9am","scevo.data.bom.idy.gingin_airport.downsampled.60min.rainfall_9am",14,6,"sensor_repository_00293","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:47
"286",294,"scevo.data.bom.idy.gingin_airport.downsampled.60min.rainfall","scevo.data.bom.idy.gingin_airport.downsampled.60min.rainfall",14,7,"sensor_repository_00294","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:47
"287",295,"scevo.data.bom.idy.hopetoun_north.raw.wind_speed","scevo.data.bom.idy.hopetoun_north.raw.wind_speed",15,1,"sensor_repository_00295","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:47
"288",296,"scevo.data.bom.idy.hopetoun_north.raw.wind_direction","scevo.data.bom.idy.hopetoun_north.raw.wind_direction",15,2,"sensor_repository_00296","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:47
"289",297,"scevo.data.bom.idy.hopetoun_north.raw.air_temperature","scevo.data.bom.idy.hopetoun_north.raw.air_temperature",15,3,"sensor_repository_00297","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:48
"290",298,"scevo.data.bom.idy.hopetoun_north.raw.dew_point","scevo.data.bom.idy.hopetoun_north.raw.dew_point",15,4,"sensor_repository_00298","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:48
"291",299,"scevo.data.bom.idy.hopetoun_north.raw.atmpress","scevo.data.bom.idy.hopetoun_north.raw.atmpress",15,5,"sensor_repository_00299","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:48
"292",300,"scevo.data.bom.idy.hopetoun_north.raw.rainfall_9am","scevo.data.bom.idy.hopetoun_north.raw.rainfall_9am",15,6,"sensor_repository_00300","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:48
"293",301,"scevo.data.bom.idy.hopetoun_north.raw.rainfall","scevo.data.bom.idy.hopetoun_north.raw.rainfall",15,7,"sensor_repository_00301","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:50
"294",302,"scevo.data.bom.idy.hopetoun_north.downsampled.30min.wind_speed","scevo.data.bom.idy.hopetoun_north.downsampled.30min.wind_speed",15,1,"sensor_repository_00302","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:51
"295",278,"scevo.data.bom.idy.gingin_airport.raw.atmpress","scevo.data.bom.idy.gingin_airport.raw.atmpress",14,5,"sensor_repository_00278","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:44
"296",279,"scevo.data.bom.idy.gingin_airport.raw.rainfall_9am","scevo.data.bom.idy.gingin_airport.raw.rainfall_9am",14,6,"sensor_repository_00279","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:45
"297",280,"scevo.data.bom.idy.gingin_airport.raw.rainfall","scevo.data.bom.idy.gingin_airport.raw.rainfall",14,7,"sensor_repository_00280","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:45
"298",281,"scevo.data.bom.idy.gingin_airport.downsampled.15min.wind_speed","scevo.data.bom.idy.gingin_airport.downsampled.15min.wind_speed",14,1,"sensor_repository_00281","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:45
"299",307,"scevo.data.bom.idy.hopetoun_north.downsampled.30min.rainfall_9am","scevo.data.bom.idy.hopetoun_north.downsampled.30min.rainfall_9am",15,6,"sensor_repository_00307","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:53
"300",308,"scevo.data.bom.idy.hopetoun_north.downsampled.30min.rainfall","scevo.data.bom.idy.hopetoun_north.downsampled.30min.rainfall",15,7,"sensor_repository_00308","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:53
"301",309,"scevo.data.bom.idy.hopetoun_north.downsampled.12hr.wind_speed","scevo.data.bom.idy.hopetoun_north.downsampled.12hr.wind_speed",15,1,"sensor_repository_00309","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:53
"302",310,"scevo.data.bom.idy.hopetoun_north.downsampled.12hr.wind_direction","scevo.data.bom.idy.hopetoun_north.downsampled.12hr.wind_direction",15,2,"sensor_repository_00310","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:53
"303",311,"scevo.data.bom.idy.hopetoun_north.downsampled.12hr.air_temperature","scevo.data.bom.idy.hopetoun_north.downsampled.12hr.air_temperature",15,3,"sensor_repository_00311","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:54
"304",312,"scevo.data.bom.idy.hopetoun_north.downsampled.12hr.dew_point","scevo.data.bom.idy.hopetoun_north.downsampled.12hr.dew_point",15,4,"sensor_repository_00312","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:54
"305",313,"scevo.data.bom.idy.hopetoun_north.downsampled.12hr.atmpress","scevo.data.bom.idy.hopetoun_north.downsampled.12hr.atmpress",15,5,"sensor_repository_00313","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:54
"306",314,"scevo.data.bom.idy.hopetoun_north.downsampled.12hr.rainfall_9am","scevo.data.bom.idy.hopetoun_north.downsampled.12hr.rainfall_9am",15,6,"sensor_repository_00314","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:54
"307",315,"scevo.data.bom.idy.hopetoun_north.downsampled.12hr.rainfall","scevo.data.bom.idy.hopetoun_north.downsampled.12hr.rainfall",15,7,"sensor_repository_00315","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:54
"308",316,"scevo.data.bom.idy.jacup.raw.wind_speed","scevo.data.bom.idy.jacup.raw.wind_speed",16,1,"sensor_repository_00316","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:54
"309",317,"scevo.data.bom.idy.jacup.raw.wind_direction","scevo.data.bom.idy.jacup.raw.wind_direction",16,2,"sensor_repository_00317","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"310",318,"scevo.data.bom.idy.jacup.raw.air_temperature","scevo.data.bom.idy.jacup.raw.air_temperature",16,3,"sensor_repository_00318","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"311",319,"scevo.data.bom.idy.jacup.raw.dew_point","scevo.data.bom.idy.jacup.raw.dew_point",16,4,"sensor_repository_00319","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"312",320,"scevo.data.bom.idy.jacup.raw.atmpress","scevo.data.bom.idy.jacup.raw.atmpress",16,5,"sensor_repository_00320","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"313",321,"scevo.data.bom.idy.jacup.raw.rainfall_9am","scevo.data.bom.idy.jacup.raw.rainfall_9am",16,6,"sensor_repository_00321","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"314",322,"scevo.data.bom.idy.jacup.raw.rainfall","scevo.data.bom.idy.jacup.raw.rainfall",16,7,"sensor_repository_00322","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"315",323,"scevo.data.bom.idy.jacup.downsampled.30min.wind_speed","scevo.data.bom.idy.jacup.downsampled.30min.wind_speed",16,1,"sensor_repository_00323","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"316",324,"scevo.data.bom.idy.jacup.downsampled.30min.wind_direction","scevo.data.bom.idy.jacup.downsampled.30min.wind_direction",16,2,"sensor_repository_00324","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:55
"317",325,"scevo.data.bom.idy.jacup.downsampled.30min.air_temperature","scevo.data.bom.idy.jacup.downsampled.30min.air_temperature",16,3,"sensor_repository_00325","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:56
"318",326,"scevo.data.bom.idy.jacup.downsampled.30min.dew_point","scevo.data.bom.idy.jacup.downsampled.30min.dew_point",16,4,"sensor_repository_00326","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:56
"319",327,"scevo.data.bom.idy.jacup.downsampled.30min.atmpress","scevo.data.bom.idy.jacup.downsampled.30min.atmpress",16,5,"sensor_repository_00327","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:56
"320",303,"scevo.data.bom.idy.hopetoun_north.downsampled.30min.wind_direction","scevo.data.bom.idy.hopetoun_north.downsampled.30min.wind_direction",15,2,"sensor_repository_00303","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:52
"321",304,"scevo.data.bom.idy.hopetoun_north.downsampled.30min.air_temperature","scevo.data.bom.idy.hopetoun_north.downsampled.30min.air_temperature",15,3,"sensor_repository_00304","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:52
"322",305,"scevo.data.bom.idy.hopetoun_north.downsampled.30min.dew_point","scevo.data.bom.idy.hopetoun_north.downsampled.30min.dew_point",15,4,"sensor_repository_00305","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:53
"323",306,"scevo.data.bom.idy.hopetoun_north.downsampled.30min.atmpress","scevo.data.bom.idy.hopetoun_north.downsampled.30min.atmpress",15,5,"sensor_repository_00306","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:53
"324",332,"scevo.data.bom.idy.jacup.downsampled.12hr.air_temperature","scevo.data.bom.idy.jacup.downsampled.12hr.air_temperature",16,3,"sensor_repository_00332","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:58
"325",333,"scevo.data.bom.idy.jacup.downsampled.12hr.dew_point","scevo.data.bom.idy.jacup.downsampled.12hr.dew_point",16,4,"sensor_repository_00333","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:59
"326",334,"scevo.data.bom.idy.jacup.downsampled.12hr.atmpress","scevo.data.bom.idy.jacup.downsampled.12hr.atmpress",16,5,"sensor_repository_00334","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:00
"327",335,"scevo.data.bom.idy.jacup.downsampled.12hr.rainfall_9am","scevo.data.bom.idy.jacup.downsampled.12hr.rainfall_9am",16,6,"sensor_repository_00335","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:00
"328",336,"scevo.data.bom.idy.jacup.downsampled.12hr.rainfall","scevo.data.bom.idy.jacup.downsampled.12hr.rainfall",16,7,"sensor_repository_00336","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:00
"329",337,"scevo.data.bom.idy.jandakot.raw.wind_speed","scevo.data.bom.idy.jandakot.raw.wind_speed",17,1,"sensor_repository_00337","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:00
"330",338,"scevo.data.bom.idy.jandakot.raw.wind_direction","scevo.data.bom.idy.jandakot.raw.wind_direction",17,2,"sensor_repository_00338","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:00
"331",339,"scevo.data.bom.idy.jandakot.raw.air_temperature","scevo.data.bom.idy.jandakot.raw.air_temperature",17,3,"sensor_repository_00339","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:00
"332",340,"scevo.data.bom.idy.jandakot.raw.dew_point","scevo.data.bom.idy.jandakot.raw.dew_point",17,4,"sensor_repository_00340","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:00
"333",341,"scevo.data.bom.idy.jandakot.raw.atmpress","scevo.data.bom.idy.jandakot.raw.atmpress",17,5,"sensor_repository_00341","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:01
"334",342,"scevo.data.bom.idy.jandakot.raw.Rainfall_9am","scevo.data.bom.idy.jandakot.raw.Rainfall_9am",17,8,"sensor_repository_00342","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:01
"335",343,"scevo.data.bom.idy.jandakot.raw.rainfall","scevo.data.bom.idy.jandakot.raw.rainfall",17,7,"sensor_repository_00343","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:01
"336",344,"scevo.data.bom.idy.jandakot.downsampled.15min.wind_speed","scevo.data.bom.idy.jandakot.downsampled.15min.wind_speed",17,1,"sensor_repository_00344","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:01
"337",345,"scevo.data.bom.idy.jandakot.downsampled.15min.wind_direction","scevo.data.bom.idy.jandakot.downsampled.15min.wind_direction",17,2,"sensor_repository_00345","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:01
"338",346,"scevo.data.bom.idy.jandakot.downsampled.15min.air_temperature","scevo.data.bom.idy.jandakot.downsampled.15min.air_temperature",17,3,"sensor_repository_00346","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:01
"339",347,"scevo.data.bom.idy.jandakot.downsampled.15min.dew_point","scevo.data.bom.idy.jandakot.downsampled.15min.dew_point",17,4,"sensor_repository_00347","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:01
"340",348,"scevo.data.bom.idy.jandakot.downsampled.15min.atmpress","scevo.data.bom.idy.jandakot.downsampled.15min.atmpress",17,5,"sensor_repository_00348","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:02
"341",349,"scevo.data.bom.idy.jandakot.downsampled.15min.Rainfall_9am","scevo.data.bom.idy.jandakot.downsampled.15min.Rainfall_9am",17,8,"sensor_repository_00349","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:02
"342",350,"scevo.data.bom.idy.jandakot.downsampled.15min.rainfall","scevo.data.bom.idy.jandakot.downsampled.15min.rainfall",17,7,"sensor_repository_00350","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:02
"343",351,"scevo.data.bom.idy.jandakot.downsampled.30min.wind_speed","scevo.data.bom.idy.jandakot.downsampled.30min.wind_speed",17,1,"sensor_repository_00351","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:02
"344",352,"scevo.data.bom.idy.jandakot.downsampled.30min.wind_direction","scevo.data.bom.idy.jandakot.downsampled.30min.wind_direction",17,2,"sensor_repository_00352","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:03
"345",353,"scevo.data.bom.idy.jandakot.downsampled.30min.air_temperature","scevo.data.bom.idy.jandakot.downsampled.30min.air_temperature",17,3,"sensor_repository_00353","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:03
"346",328,"scevo.data.bom.idy.jacup.downsampled.30min.rainfall_9am","scevo.data.bom.idy.jacup.downsampled.30min.rainfall_9am",16,6,"sensor_repository_00328","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:56
"347",329,"scevo.data.bom.idy.jacup.downsampled.30min.rainfall","scevo.data.bom.idy.jacup.downsampled.30min.rainfall",16,7,"sensor_repository_00329","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:56
"348",330,"scevo.data.bom.idy.jacup.downsampled.12hr.wind_speed","scevo.data.bom.idy.jacup.downsampled.12hr.wind_speed",16,1,"sensor_repository_00330","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:56
"349",331,"scevo.data.bom.idy.jacup.downsampled.12hr.wind_direction","scevo.data.bom.idy.jacup.downsampled.12hr.wind_direction",16,2,"sensor_repository_00331","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:49:57
"350",358,"scevo.data.bom.idy.jandakot.downsampled.1hr.wind_speed","scevo.data.bom.idy.jandakot.downsampled.1hr.wind_speed",17,1,"sensor_repository_00358","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:03
"351",359,"scevo.data.bom.idy.jandakot.downsampled.1hr.wind_direction","scevo.data.bom.idy.jandakot.downsampled.1hr.wind_direction",17,2,"sensor_repository_00359","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:04
"352",360,"scevo.data.bom.idy.jandakot.downsampled.1hr.air_temperature","scevo.data.bom.idy.jandakot.downsampled.1hr.air_temperature",17,3,"sensor_repository_00360","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:04
"353",361,"scevo.data.bom.idy.jandakot.downsampled.1hr.dew_point","scevo.data.bom.idy.jandakot.downsampled.1hr.dew_point",17,4,"sensor_repository_00361","SAMPLED",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:04
"354",362,"scevo.data.bom.idy.jandakot.downsampled.1hr.atmpress","scevo.data.bom.idy.jandakot.downsampled.1hr.atmpress",17,5,"sensor_repository_00362","SAMPLED",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:04
"355",363,"scevo.data.bom.idy.jandakot.downsampled.1hr.Rainfall_9am","scevo.data.bom.idy.jandakot.downsampled.1hr.Rainfall_9am",17,8,"sensor_repository_00363","SAMPLED",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:04
"356",364,"scevo.data.bom.idy.jandakot.downsampled.1hr.rainfall","scevo.data.bom.idy.jandakot.downsampled.1hr.rainfall",17,7,"sensor_repository_00364","SAMPLED",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:04
"357",365,"scevo.data.bom.idy.kalgoorlie.raw.wind_speed","scevo.data.bom.idy.kalgoorlie.raw.wind_speed",18,1,"sensor_repository_00365","RAW",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:04
"358",366,"scevo.data.bom.idy.kalgoorlie.raw.wind_direction","scevo.data.bom.idy.kalgoorlie.raw.wind_direction",18,2,"sensor_repository_00366","RAW",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:05
"359",367,"scevo.data.bom.idy.kalgoorlie.raw.air_temperature","scevo.data.bom.idy.kalgoorlie.raw.air_temperature",18,3,"sensor_repository_00367","RAW",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:05
"360",368,"scevo.data.bom.idy.kalgoorlie.raw.dew_point","scevo.data.bom.idy.kalgoorlie.raw.dew_point",18,4,"sensor_repository_00368","RAW",0,0,0,2,0,"Dew Point Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:05
"361",369,"scevo.data.bom.idy.kalgoorlie.raw.atmpress","scevo.data.bom.idy.kalgoorlie.raw.atmpress",18,5,"sensor_repository_00369","RAW",0,0,0,2,0,"Atmospheric Pressure QNH (hPa)",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:06
"362",370,"scevo.data.bom.idy.kalgoorlie.raw.rainfall_9am","scevo.data.bom.idy.kalgoorlie.raw.rainfall_9am",18,6,"sensor_repository_00370","RAW",0,0,0,2,0,"Rainfall since 9 am",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:07
"363",371,"scevo.data.bom.idy.kalgoorlie.raw.rainfall","scevo.data.bom.idy.kalgoorlie.raw.rainfall",18,7,"sensor_repository_00371","RAW",0,0,0,2,0,"Rainfall (MM)",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:08
"364",372,"scevo.data.bom.idy.kalgoorlie.downsampled.30min.wind_speed","scevo.data.bom.idy.kalgoorlie.downsampled.30min.wind_speed",18,1,"sensor_repository_00372","SAMPLED",0,0,0,2,0,"Wind Speed (knots)",0,30,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:08
"365",373,"scevo.data.bom.idy.kalgoorlie.downsampled.30min.wind_direction","scevo.data.bom.idy.kalgoorlie.downsampled.30min.wind_direction",18,2,"sensor_repository_00373","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:09
"366",374,"scevo.data.bom.idy.kalgoorlie.downsampled.30min.air_temperature","scevo.data.bom.idy.kalgoorlie.downsampled.30min.air_temperature",18,3,"sensor_repository_00374","SAMPLED",0,0,0,2,0,"Air Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-01-20 15:50:09
